"duration"	"severity"	"durationCDF"	"severityCDF"	"RT_duration"	"RT_severity"	"P2"	"RT"	"P_22"	"RT2"	"RT_condDuration"	"RT_condSeverity"	"intera_timeFUll"
5	4.34553838841447	0.368450652696306	0.444711572714807	1.5834075425291	1.80086591195319	0.404069385028064	2.47482248607017	0.782768389560823	1.27751709616309	3.91865259086413	4.45682345329902	10
6	5.07187861743255	0.638052973222127	0.710463081589612	2.76283523835575	3.45379098973004	0.179041810777064	5.5852875686404	0.472442134411197	2.11666133725836	15.43122931099	19.2904158796214	14
5	4.79737655495234	0.368450652696306	0.612409006326809	1.5834075425291	2.58003931031271	0.30211685452184	3.30997753032581	0.717023486455046	1.3946544553847	5.24104338711973	8.53987214449238	10
8	6.41277293049881	0.937147005399633	0.978531517686947	15.9101408987467	46.579911212074	0.0155151418745366	64.4531650491186	0.0688063350388831	14.5335454858174	1025.45893730165	3002.2227053251	14
4	5.01582047613422	0.130171482830132	0.691118370274723	1.14965189144829	3.23748615574649	0.289932560661063	3.44907794322908	0.888777586234083	1.12514088506348	3.96523898118589	11.1663420912947	9
9	4.50836767235415	0.979760323474981	0.504622388291354	49.4079042599257	2.01866207992489	0.0192765542110528	51.8764914647775	0.496340734022612	2.0147449754838	2563.10872363258	104.721106159493	15
8	6.60622115136311	0.937147005399633	0.988121367055433	15.9101408987467	84.1847714856272	0.00962728187581896	103.871478253038	0.0651043456691145	15.3599577681402	1652.60985436695	8744.39666060633	12
4	3.87634408483068	0.130171482830132	0.287580593245108	1.14965189144829	1.40366754543514	0.637174954311772	1.56942766383548	0.945072969612988	1.05811935390503	1.80429548221973	2.20295467663396	12
5	4.45172122777809	0.368450652696306	0.483607577821763	1.5834075425291	1.93651176324745	0.381456594013984	2.62153024929316	0.766485175467947	1.3046566743962	4.15095076969899	5.07662416546523	13
5	4.73667602971893	0.368450652696306	0.589902981844156	1.5834075425291	2.43844738129742	0.316521880814236	3.15933924513387	0.725124484645303	1.37907355381766	5.00252159015317	7.70388250892686	10
7	2.8906758519399	0.833954034877723	0.0790935009495347	6.0224287850873	1.08588657049449	0.162034354435928	6.17153074408935	0.924918109736814	1.08117679767839	37.1676044012549	6.70158235440051	13
5	5.37918952583341	0.368450652696306	0.807175508982232	1.5834075425291	5.18606321594209	0.165491842576353	6.04259390935618	0.658881995745109	1.51772245479121	9.56788877251498	31.3372740021877	11
5	5.66171547967992	0.368450652696306	0.878369553116698	1.5834075425291	8.22162563424147	0.108903662933083	9.18242759763245	0.644276131253913	1.55212951635158	14.5395251168186	75.4944821212613	13
4	4.55987587169137	0.130171482830132	0.523832280891615	1.14965189144829	2.10010036352838	0.437332009587055	2.2865922870458	0.908664226691199	1.10051652813646	2.62878514777328	4.80207329326608	11
6	5.29363637792847	0.638052973222127	0.782058442042439	2.76283523835575	4.58838603050973	0.147024217188253	6.80160057386722	0.432864367547181	2.31019246436588	18.7917017427011	31.2083690582393	12
7	5.11925499040519	0.833954034877723	0.726458954153289	6.0224287850873	3.65575848737665	0.107508810008388	9.30156328511104	0.3320782009606	3.01133888676616	56.0180024745639	34.0042689254158	12
7	3.45388555380039	0.833954034877723	0.17666310723204	6.0224287850873	1.21456964795798	0.156740273501338	6.37998121134748	0.832642584388899	1.2009955036517	38.4229824955352	7.74893153384485	13
3	3.1388847400039	0.0194395015441959	0.115363308928409	1.01982488747488	1.13040755611059	0.868786936065049	1.15103019910641	0.996410253462346	1.00360267924299	1.17384924328388	1.30113323438137	11
6	4.95342504728441	0.638052973222127	0.669115776711383	2.76283523835575	3.02220513888853	0.195387114902174	5.11804476206468	0.497444135164316	2.01027598741249	14.1403144201144	15.4677811809734	13
4	3.14868420524043	0.130171482830132	0.117003893815902	1.14965189144829	1.13250782534199	0.776417066142813	1.28796756744147	0.976407557211154	1.02416249507146	1.48071435003314	1.45863334891415	11
6	4.82090831436978	0.638052973222127	0.621080917105936	2.76283523835575	2.63908587649457	0.212787868278764	4.69951603956079	0.528078241393172	1.89365878314131	12.9839885173166	12.4024264063646	13
6	3.31472938164701	0.638052973222127	0.147366426861327	2.76283523835575	1.17283676306441	0.333870364018327	2.99517449816273	0.880710235898218	1.13544723251697	8.27517364854848	3.51285076323823	12
4	2.37859139084844	0.130171482830132	0.0316691400291251	1.14965189144829	1.03270487530479	0.844701914469021	1.1838495721045	0.993457462671722	1.00658562401925	1.36101489976018	1.2225672247398	11
7	3.86667374891894	0.833954034877723	0.284682681957895	6.0224287850873	1.39798097260821	0.150289553089759	6.65382243436945	0.731073730074622	1.36785109197937	40.0721717596062	9.30191715836214	12
7	4.37790025008576	0.833954034877723	0.456482868612696	6.0224287850873	1.83986840938674	0.138060610831195	7.24319553549336	0.571502485678385	1.74977366688612	43.621629288971	13.3265266487653	12
5	4.20805615527159	0.368450652696306	0.395766308026603	1.5834075425291	1.6549888119182	0.431751609284974	2.31614654929974	0.804031429992118	1.24373247450016	3.66740391576396	3.83319662585401	12
8	5.82902610772146	0.937147005399633	0.911467722540872	15.9101408987467	11.2953154340988	0.0362258126231955	27.6046257512992	0.115159459436299	8.68361144533815	439.193485160342	311.80295530117	13
6	4.92591214736252	0.638052973222127	0.659274936938998	2.76283523835575	2.9349176459642	0.199081840592788	5.02305984826337	0.503590249246087	1.98574138696505	13.8778867531519	14.7422669854024	12
5	4.53220430213945	0.368450652696306	0.513502919118952	1.5834075425291	2.05551079194349	0.36367867378925	2.74968006669397	0.754367754395491	1.32561339502289	4.35386415714515	5.65199705148136	12
